"Code";"Hero";"Red";"Green";"Blue"
"20181028-195100";"LIA";0.701960784313725;0.8;0.2
"20181028-195100";"NANNA";0.803921568627451;0.631372549019608;0.392156862745098
"20181028-205413";"BOOMER";0.713725490196078;0.788235294117647;0.235294117647059
"20181028-205413";"LIA";0.807843137254902;0.635294117647059;0.396078431372549
"20181028-215656";"REDROH";0.733333333333333;0.811764705882353;0.219607843137255
"20181028-215656";"REDROH";0.827450980392157;0.647058823529412;0.411764705882353
"20181028-230758";"VEXX";0.811764705882353;0.63921568627451;0.392156862745098
"20181028-230758";"LIA";0.803921568627451;0.631372549019608;0.392156862745098
"20181029-081040";"KIND";0.815686274509804;0.635294117647059;0.403921568627451
"20181029-081040";"UNO";0.835294117647059;0.627450980392157;0.36078431372549
"20181029-091416";"KIND";0.815686274509804;0.635294117647059;0.4
"20181029-091416";"SAM";0.796078431372549;0.635294117647059;0.392156862745098
"20181029-101810";"HANDSUM";0.803921568627451;0.643137254901961;0.392156862745098
"20181029-101810";"KIND";0.807843137254902;0.63921568627451;0.333333333333333
"20181029-112645";"WENDLE";0.815686274509804;0.63921568627451;0.384313725490196
"20181029-112645";"V";0.807843137254902;0.631372549019608;0.376470588235294
"20181029-130449";"TAM";0.0549019607843137;0.568627450980392;0.843137254901961
"20181029-130449";"WENDLE";0.807843137254902;0.635294117647059;0.380392156862745
"20181029-140941";"BOOMER";0.701960784313725;0.792156862745098;0.203921568627451
"20181029-140941";"VEXX";0.807843137254902;0.631372549019608;0.376470588235294
"20181029-152319";"HILT";0.807843137254902;0.647058823529412;0.396078431372549
"20181029-152319";"REDROH";0.796078431372549;0.631372549019608;0.396078431372549
"20181029-163250";"BOOMER";0.0745098039215686;0.56078431372549;0.850980392156863
"20181029-163250";"V";0.701960784313725;0.788235294117647;0.211764705882353
"20181029-173735";"TAM";0.827450980392157;0.631372549019608;0.4
"20181029-173735";"SAM";0.701960784313725;0.780392156862745;0.203921568627451
"20181029-214454";"KIND";0.803921568627451;0.643137254901961;0.392156862745098
"20181029-214454";"SAM";0.803921568627451;0.631372549019608;0.384313725490196
"20181029-224640";"TAM";0.827450980392157;0.631372549019608;0.4
"20181029-224640";"REDROH";0.823529411764706;0.631372549019608;0.372549019607843
"20181029-235150";"BELLYLARF";0.698039215686274;0.792156862745098;0.203921568627451
"20181029-235150";"KIND";0.815686274509804;0.643137254901961;0.356862745098039
"20181030-081448";"WENDLE";0.823529411764706;0.635294117647059;0.392156862745098
"20181030-081448";"TAM";0.807843137254902;0.627450980392157;0.384313725490196
"20181030-092044";"TAM";0.815686274509804;0.643137254901961;0.396078431372549
"20181030-092044";"BOOMER";0.792156862745098;0.635294117647059;0.392156862745098
"20181030-102735";"UNO";0.72156862745098;0.823529411764706;0.188235294117647
"20181030-102735";"UNO";0.807843137254902;0.654901960784314;0.43921568627451
"20181030-113420";"LIA";0.807843137254902;0.647058823529412;0.388235294117647
"20181030-113420";"V";0.807843137254902;0.627450980392157;0.392156862745098
"20181030-124735";"UNO";0.803921568627451;0.647058823529412;0.372549019607843
"20181030-124735";"LIA";0.694117647058824;0.784313725490196;0.196078431372549
"20181030-134835";"BELLYLARF";0.717647058823529;0.372549019607843;0.854901960784314
"20181030-134835";"NANNA";0.827450980392157;0.654901960784314;0.407843137254902
"20181030-153245";"LIA";0.803921568627451;0.643137254901961;0.392156862745098
"20181030-153245";"BOOMER";0.788235294117647;0.63921568627451;0.392156862745098
"20181030-163337";"REDROH";0.807843137254902;0.647058823529412;0.396078431372549
"20181030-163337";"HANDSUM";0.803921568627451;0.623529411764706;0.380392156862745
"20181030-175936";"VEXX";0.701960784313725;0.792156862745098;0.196078431372549
"20181030-175936";"HANDSUM";0.780392156862745;0.647058823529412;0.356862745098039
"20181030-190650";"KIND";0.803921568627451;0.643137254901961;0.392156862745098
"20181030-190650";"TAM";0.690196078431373;0.780392156862745;0.192156862745098
"20181030-201039";"KIND";0.698039215686274;0.792156862745098;0.203921568627451
"20181030-201039";"BELLYLARF";0.811764705882353;0.635294117647059;0.380392156862745
"20181030-211347";"SAM";0.803921568627451;0.643137254901961;0.392156862745098
"20181030-211347";"REDROH";0.694117647058824;0.780392156862745;0.211764705882353
"20181030-221802";"VEXX";0.803921568627451;0.643137254901961;0.392156862745098
"20181030-221802";"HILT";0.0627450980392157;0.6;0.874509803921569
"20181030-233526";"NANNA";0.807843137254902;0.647058823529412;0.388235294117647
"20181030-233526";"WENDLE";0.694117647058824;0.780392156862745;0.211764705882353
"20181031-084831";"VEXX";0.705882352941177;0.796078431372549;0.2
"20181031-084831";"TAM";0.811764705882353;0.631372549019608;0.388235294117647
"20181031-095250";"WENDLE";0.815686274509804;0.63921568627451;0.384313725490196
"20181031-095250";"UNO";0.796078431372549;0.635294117647059;0.376470588235294
"20181031-105335";"LIA";0.0509803921568627;0.564705882352941;0.83921568627451
"20181031-105335";"NANNA";0.807843137254902;0.627450980392157;0.384313725490196
"20181031-115524";"HANDSUM";0.803921568627451;0.650980392156863;0.349019607843137
"20181031-115524";"BELLYLARF";0.807843137254902;0.627450980392157;0.384313725490196
"20181031-140121";"BELLYLARF";0.811764705882353;0.63921568627451;0.392156862745098
"20181031-140121";"UNO";0.803921568627451;0.627450980392157;0.396078431372549
"20181031-150231";"REDROH";0.815686274509804;0.643137254901961;0.356862745098039
"20181031-150231";"UNO";0.792156862745098;0.635294117647059;0.392156862745098
"20181031-160916";"V";0.725490196078431;0.8;0.207843137254902
"20181031-160916";"HILT";0.807843137254902;0.627450980392157;0.384313725490196
"20181031-171203";"HANDSUM";0.807843137254902;0.647058823529412;0.396078431372549
"20181031-171203";"REDROH";0.792156862745098;0.627450980392157;0.392156862745098
"20181031-181228";"LIA";0.803921568627451;0.643137254901961;0.384313725490196
"20181031-181228";"V";0.807843137254902;0.627450980392157;0.392156862745098
"20181031-204144";"HANDSUM";0.784313725490196;0.619607843137255;0.392156862745098
"20181031-204144";"UNO";0.72156862745098;0.8;0.286274509803922
"20181031-214212";"SAM";0.784313725490196;0.619607843137255;0.392156862745098
"20181031-214212";"REDROH";0.827450980392157;0.654901960784314;0.407843137254902
"20181031-224245";"VEXX";0.698039215686274;0.792156862745098;0.203921568627451
"20181031-224245";"VEXX";0.811764705882353;0.635294117647059;0.380392156862745
"20181031-234550";"NANNA";0.811764705882353;0.63921568627451;0.392156862745098
"20181031-234550";"KIND";0.709803921568627;0.788235294117647;0.211764705882353
"20181101-005317";"TAM";0.811764705882353;0.63921568627451;0.392156862745098
"20181101-005317";"BOOMER";0.72156862745098;0.788235294117647;0.235294117647059
"20181101-102745";"WENDLE";0.803921568627451;0.643137254901961;0.384313725490196
"20181101-102745";"REDROH";0.807843137254902;0.627450980392157;0.384313725490196
"20181101-112917";"REDROH";0.803921568627451;0.643137254901961;0.392156862745098
"20181101-112917";"HILT";0.807843137254902;0.627450980392157;0.384313725490196
"20181101-134226";"HANDSUM";0.803921568627451;0.643137254901961;0.392156862745098
"20181101-134226";"NANNA";0.807843137254902;0.627450980392157;0.384313725490196
"20181101-162758";"VEXX";0.807843137254902;0.647058823529412;0.396078431372549
"20181101-162758";"TAM";0.701960784313725;0.776470588235294;0.184313725490196
"20181101-200005";"HANDSUM";0.705882352941177;0.796078431372549;0.207843137254902
"20181101-200005";"SAM";0.796078431372549;0.635294117647059;0.392156862745098
"20181101-211822";"KIND";0.811764705882353;0.63921568627451;0.392156862745098
"20181101-211822";"VEXX";0.701960784313725;0.788235294117647;0.211764705882353
"20181101-224535";"HANDSUM";0.701960784313725;0.792156862745098;0.196078431372549
"20181101-224535";"LIA";0.803921568627451;0.631372549019608;0.384313725490196
"20181102-081556";"REDROH";0.815686274509804;0.643137254901961;0.356862745098039
"20181102-081556";"TAM";0.807843137254902;0.627450980392157;0.384313725490196
"20181102-091727";"NANNA";0.803921568627451;0.643137254901961;0.392156862745098
"20181102-091727";"SAM";0.701960784313725;0.780392156862745;0.203921568627451
"20181102-102301";"BOOMER";0.811764705882353;0.635294117647059;0.411764705882353
"20181102-102301";"REDROH";0.819607843137255;0.631372549019608;0.380392156862745
"20181102-112428";"V";0.811764705882353;0.63921568627451;0.392156862745098
"20181102-112428";"BOOMER";0.807843137254902;0.643137254901961;0.345098039215686
"20181102-122445";"HILT";0.0509803921568627;0.564705882352941;0.83921568627451
"20181102-122445";"V";0.807843137254902;0.627450980392157;0.384313725490196
"20181102-140426";"UNO";0.796078431372549;0.647058823529412;0.403921568627451
"20181102-140426";"NANNA";0.807843137254902;0.627450980392157;0.384313725490196
"20181102-150824";"REDROH";0.784313725490196;0.619607843137255;0.392156862745098
"20181102-150824";"UNO";0.815686274509804;0.654901960784314;0.411764705882353
"20181102-181308";"BOOMER";0.811764705882353;0.647058823529412;0.349019607843137
"20181102-181308";"BELLYLARF";0.705882352941177;0.792156862745098;0.215686274509804
"20181102-201356";"HANDSUM";0.803921568627451;0.643137254901961;0.392156862745098
"20181102-201356";"BELLYLARF";0.807843137254902;0.627450980392157;0.384313725490196
"20181102-211436";"SAM";0.811764705882353;0.63921568627451;0.384313725490196
"20181102-211436";"BELLYLARF";0.807843137254902;0.631372549019608;0.376470588235294
"20181102-223230";"WENDLE";0.823529411764706;0.635294117647059;0.392156862745098
"20181102-223230";"V";0.694117647058824;0.780392156862745;0.211764705882353
"20181102-233654";"HILT";0.698039215686274;0.792156862745098;0.203921568627451
"20181102-233654";"KIND";0.815686274509804;0.643137254901961;0.356862745098039
"20181103-071929";"UNO";0.803921568627451;0.647058823529412;0.372549019607843
"20181103-071929";"WENDLE";0.803921568627451;0.63921568627451;0.349019607843137
"20181103-095715";"HANDSUM";0.803921568627451;0.650980392156863;0.356862745098039
"20181103-095715";"NANNA";0.811764705882353;0.635294117647059;0.380392156862745
"20181103-110219";"KIND";0.803921568627451;0.643137254901961;0.392156862745098
"20181103-110219";"TAM";0.705882352941177;0.780392156862745;0.188235294117647
"20181103-121223";"BELLYLARF";0.784313725490196;0.619607843137255;0.392156862745098
"20181103-121223";"UNO";0.819607843137255;0.658823529411765;0.415686274509804
"20181103-140623";"BOOMER";0.811764705882353;0.647058823529412;0.349019607843137
"20181103-140623";"KIND";0.815686274509804;0.63921568627451;0.384313725490196
"20181103-163329";"LIA";0.807843137254902;0.647058823529412;0.388235294117647
"20181103-163329";"UNO";0.831372549019608;0.623529411764706;0.356862745098039
"20181103-180031";"HILT";0.807843137254902;0.647058823529412;0.396078431372549
"20181103-180031";"REDROH";0.690196078431373;0.780392156862745;0.192156862745098
"20181103-190726";"BOOMER";0.811764705882353;0.635294117647059;0.411764705882353
"20181103-190726";"SAM";0.694117647058824;0.784313725490196;0.227450980392157
"20181103-201815";"UNO";0.796078431372549;0.647058823529412;0.403921568627451
"20181103-201815";"BOOMER";0.705882352941177;0.776470588235294;0.196078431372549
"20181103-222206";"BOOMER";0.811764705882353;0.647058823529412;0.349019607843137
"20181103-222206";"WENDLE";0.807843137254902;0.643137254901961;0.352941176470588
"20181103-232513";"NANNA";0.811764705882353;0.63921568627451;0.392156862745098
"20181103-232513";"BOOMER";0.701960784313725;0.776470588235294;0.211764705882353
"20181104-095347";"LIA";0.0313725490196078;0.596078431372549;0.803921568627451
"20181104-095347";"NANNA";0.827450980392157;0.654901960784314;0.407843137254902
"20181104-105712";"UNO";0.803921568627451;0.63921568627451;0.403921568627451
"20181104-105712";"HANDSUM";0.807843137254902;0.627450980392157;0.384313725490196
"20181104-121044";"HANDSUM";0.811764705882353;0.63921568627451;0.392156862745098
"20181104-121044";"NANNA";0.815686274509804;0.63921568627451;0.384313725490196
"20181104-132709";"HANDSUM";0.803921568627451;0.643137254901961;0.392156862745098
"20181104-132709";"BELLYLARF";0.807843137254902;0.627450980392157;0.384313725490196
"20181104-142740";"VEXX";0.0470588235294118;0.568627450980392;0.83921568627451
"20181104-142740";"REDROH";0.803921568627451;0.627450980392157;0.396078431372549
"20181104-152828";"NANNA";0.705882352941177;0.803921568627451;0.203921568627451
"20181104-152828";"NANNA";0.694117647058824;0.784313725490196;0.196078431372549
"20181104-163027";"HILT";0.701960784313725;0.792156862745098;0.196078431372549
"20181104-163027";"VEXX";0.807843137254902;0.627450980392157;0.384313725490196
"20181104-173152";"SAM";0.701960784313725;0.796078431372549;0.207843137254902
"20181104-173152";"UNO";0.803921568627451;0.631372549019608;0.392156862745098
"20181104-190814";"NANNA";0.698039215686274;0.792156862745098;0.203921568627451
"20181104-190814";"TAM";0.811764705882353;0.635294117647059;0.380392156862745
"20181104-200939";"KIND";0.0470588235294118;0.576470588235294;0.792156862745098
"20181104-200939";"REDROH";0.803921568627451;0.627450980392157;0.396078431372549
"20181104-211715";"BOOMER";0.811764705882353;0.647058823529412;0.349019607843137
"20181104-211715";"BOOMER";0.709803921568627;0.792156862745098;0.23921568627451
"20181104-222805";"WENDLE";0.811764705882353;0.63921568627451;0.384313725490196
"20181104-222805";"UNO";0.694117647058824;0.788235294117647;0.207843137254902
"20181104-233048";"SAM";0.803921568627451;0.643137254901961;0.392156862745098
"20181104-233048";"NANNA";0.807843137254902;0.627450980392157;0.384313725490196
"20181105-064511";"UNO";0.705882352941177;0.796078431372549;0.2
"20181105-064511";"BOOMER";0.803921568627451;0.63921568627451;0.341176470588235
"20181105-074648";"WENDLE";0.807843137254902;0.643137254901961;0.352941176470588
"20181105-074648";"BELLYLARF";0.811764705882353;0.635294117647059;0.380392156862745
"20181105-092117";"V";0.776470588235294;0.611764705882353;0.384313725490196
"20181105-092117";"WENDLE";0.831372549019608;0.647058823529412;0.427450980392157
"20181105-104601";"HANDSUM";0.0470588235294118;0.564705882352941;0.847058823529412
"20181105-104601";"TAM";0.705882352941177;0.776470588235294;0.203921568627451
"20181105-114657";"WENDLE";0.803921568627451;0.643137254901961;0.384313725490196
"20181105-114657";"TAM";0.807843137254902;0.627450980392157;0.392156862745098
"20181105-133119";"UNO";0.803921568627451;0.63921568627451;0.403921568627451
"20181105-133119";"NANNA";0.803921568627451;0.631372549019608;0.392156862745098
"20181105-150423";"UNO";0.803921568627451;0.63921568627451;0.403921568627451
"20181105-150423";"SAM";0.72156862745098;0.364705882352941;0.901960784313726
"20181105-160557";"UNO";0.784313725490196;0.607843137254902;0.376470588235294
"20181105-160557";"REDROH";0.713725490196078;0.792156862745098;0.270588235294118
"20181105-170716";"KIND";0.803921568627451;0.643137254901961;0.392156862745098
"20181105-170716";"NANNA";0.807843137254902;0.627450980392157;0.384313725490196
"20181105-181146";"V";0.803921568627451;0.643137254901961;0.392156862745098
"20181105-181146";"TAM";0.807843137254902;0.627450980392157;0.392156862745098
"20181105-192543";"LIA";0.803921568627451;0.643137254901961;0.392156862745098
"20181105-192543";"NANNA";0.807843137254902;0.635294117647059;0.388235294117647
"20181105-203916";"HANDSUM";0.725490196078431;0.815686274509804;0.215686274509804
"20181105-203916";"SAM";0.827450980392157;0.654901960784314;0.407843137254902
"20181105-214140";"REDROH";0.803921568627451;0.643137254901961;0.392156862745098
"20181105-214140";"NANNA";0.807843137254902;0.635294117647059;0.396078431372549
"20181105-230927";"SAM";0.803921568627451;0.643137254901961;0.384313725490196
"20181105-230927";"HANDSUM";0.807843137254902;0.627450980392157;0.384313725490196
"20181106-084101";"VEXX";0.811764705882353;0.63921568627451;0.392156862745098
"20181106-084101";"LIA";0.811764705882353;0.63921568627451;0.4
"20181106-130426";"HANDSUM";0.811764705882353;0.63921568627451;0.392156862745098
"20181106-130426";"WENDLE";0.807843137254902;0.643137254901961;0.352941176470588
"20181106-141441";"UNO";0.803921568627451;0.647058823529412;0.372549019607843
"20181106-141441";"VEXX";0.803921568627451;0.623529411764706;0.380392156862745
"20181106-151629";"TAM";0.823529411764706;0.627450980392157;0.388235294117647
"20181106-151629";"LIA";0.737254901960784;0.823529411764706;0.247058823529412
"20181106-220229";"WENDLE";0.803921568627451;0.643137254901961;0.384313725490196
"20181106-220229";"V";0.807843137254902;0.627450980392157;0.384313725490196
"20181106-231716";"VEXX";0.811764705882353;0.63921568627451;0.392156862745098
"20181106-231716";"KIND";0.803921568627451;0.631372549019608;0.376470588235294
"20181107-072411";"VEXX";0.807843137254902;0.635294117647059;0.388235294117647
"20181107-072411";"HANDSUM";0.0313725490196078;0.627450980392157;0.819607843137255
"20181107-090309";"WENDLE";0.815686274509804;0.635294117647059;0.392156862745098
"20181107-090309";"NANNA";0.807843137254902;0.627450980392157;0.384313725490196
"20181107-100448";"BELLYLARF";0.811764705882353;0.63921568627451;0.392156862745098
"20181107-100448";"UNO";0.803921568627451;0.627450980392157;0.396078431372549
"20181107-110549";"KIND";0.803921568627451;0.643137254901961;0.392156862745098
"20181107-110549";"BOOMER";0.796078431372549;0.63921568627451;0.396078431372549
"20181107-121048";"LIA";0.776470588235294;0.611764705882353;0.384313725490196
"20181107-121048";"HANDSUM";0.713725490196078;0.792156862745098;0.270588235294118
"20181107-131311";"BELLYLARF";0.811764705882353;0.63921568627451;0.392156862745098
"20181107-131311";"LIA";0.694117647058824;0.784313725490196;0.188235294117647
"20181107-141734";"WENDLE";0.811764705882353;0.647058823529412;0.349019607843137
"20181107-141734";"BOOMER";0.807843137254902;0.643137254901961;0.345098039215686
"20181107-152119";"WENDLE";0.827450980392157;0.63921568627451;0.396078431372549
"20181107-152119";"HILT";0.0470588235294118;0.584313725490196;0.858823529411765
"20181107-221723";"TAM";0.803921568627451;0.643137254901961;0.392156862745098
"20181107-221723";"WENDLE";0.807843137254902;0.643137254901961;0.352941176470588
"20181107-232555";"HANDSUM";0.811764705882353;0.650980392156863;0.392156862745098
